name,url,sku,gtin13,price,currency,availability,description,brand,breadcrumbs,images,avg_rating,reviews_count,pack_size,ingredients,storage_details,product_origin,percentage_alcohol,serving_size,nutrition,uniq_id,scraped_at
Signature Blue Cigars 10 Pack,https://www.tesco.com/groceries/en-GB/products/294350204,294350204,08720400433193,6.38,GBP,InStock,Signature Blue Cigars 10 Pack,CAFE CREME,"Home & Ents~Tobacco & Alternatives~Cigars, Cigarillos & Pipe",https://digitalcontent.api.tesco.com/v2/media/ghs/03287d87-eb88-44ef-abb1-70b908d5e4a8/73171e41-a8db-4aa8-bb1e-e8f636e362fc_1006626097.jpeg,5,1,,,,,,,[],59c5427b-88fd-53e8-941b-93de39bbe330,12/19/22
Sipsmith Gin And Tonic 250Ml,https://www.tesco.com/groceries/en-GB/products/303390298,303390298,05060204341854,2.6,GBP,InStock,"Gin & Tonic. For inspiration on all things sippable join us @sipsmith Twitter, Facebook and Instagram. 7.3% ABV,Served in our beautiful, signature copper and green cans,Suitable for vegetarians",SIPSMITH,Drinks~Ready To Drink Wine & Spirits~Ready to Drink Premixed Spirits & Cocktails,https://digitalcontent.api.tesco.com/v2/media/ghs/f7f3887e-639c-4ca8-807a-07721f3c3d31/64e8d047-9b50-4099-af3c-24c517c68428_119162211.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/c518de72-2c11-4733-bdcf-b0ee15b97e55/f118bb71-a7c9-49f7-934b-a63aa332fb30_2094575182.jpeg,4.6,41,Pack size: 250ML,,,,7.3% vol,,[],1c2c6db9-88e3-5eea-85e4-f2eb45da12d9,12/19/22
Batiste Dry Shampoo Original 200Ml,https://www.tesco.com/groceries/en-GB/products/271158784,271158784,05010724527481,3,GBP,InStock,"Batiste Dry Shampoo Original 200Ml. Perfect for use between washes. Removes excess oil, leaving your hair feeling clean & refreshed . 200ml capacity . Share Your Swish. Boardroom? Dancefloor? Don't Be Shy Now!. Instant Hair Refresh,Refreshes Hair without Drying Out,Won't dry hair out,Gently removes oil,Long lasting freshness",BATISTE,Health & Beauty~Haircare & Styling~Dry Shampoo,https://digitalcontent.api.tesco.com/v2/media/ghs/52b66618-3115-4c51-9fa7-521bb9208f0e/3bde0ba9-1352-47d6-b54b-bd1269bd49df_183127495.jpeg,4.4,10011,Pack size: 200ML,"Butane, Isobutane, Propane, Oryza Sativa (Rice) Starch, Alcohol Denat., Parfum (Fragrance), Cetrimonium Chloride, Distearyldimonium Chloride, Alpha-Isomethyl Ionone, Benzyl Benzoate, Benzyl Salicylate, Citral, Geraniol, Limonene, Linalool",,Proudly made in the UK,,,[],80924b88-ea8f-5447-8e75-3708593e17d8,12/19/22
Clarence Court Brown Medium Free Range Eggs 6 Pack,https://www.tesco.com/groceries/en-GB/products/309494477,309494477,05000306004301,2.95,GBP,InStock,"6 Medium Free Range Eggs. For guidance on achieving perfectly poached eggs or recipe inspiration from dinner party canapés, to classic egg dishes please visit: clarencecourt.co.uk or @clarencecourt. With deep brown coloured shells",CLARENCE COURT,"Fresh Food~Milk, Butter & Eggs~Eggs",https://digitalcontent.api.tesco.com/v2/media/ghs/8aac4365-08a6-4eea-a46d-f8c825a0f5ab/3f95e553-56d4-4138-86e0-ad4244533d86.jpeg,4.9,77,,,Keep refrigerated after purchase,Produced in the UK,,,"[{'Energy': '547kJ/131kcal'}, {'Fat': '9.0g'}, {'of which saturates': '2.5g'}, {'Carbohydrate': '0.0g'}, {'of which sugars': '0.0g'}, {'Fibre': '0.0g'}, {'Protein': '12.6g'}, {'Salt': '0.39g'}]",10eacc58-d701-5424-bf77-13f2b1098056,12/19/22
Tesco H7 477 Bulb Twin Pack,https://www.tesco.com/groceries/en-GB/products/293097465,293097465,05057008208728,3,GBP,InStock,Tesco H7 477 Bulb Twin Pack,TESCO AUTO,Home & Ents~DIY & Car Care~DIY,https://digitalcontent.api.tesco.com/v2/media/ghs/260d517b-a85c-405d-9678-616a51244726/8264c0b4-8eeb-4567-b179-dadebc0d0a7b_1572042001.jpeg,,,,,,,,,[],63c8e0eb-0399-530a-a07e-193b40ec8a0e,12/19/22
Tesco Pink & White Marshmallows 100G,https://www.tesco.com/groceries/en-GB/products/278838015,278838015,05053947494673,1,GBP,OutOfStock,Pink & white mini marshmallows.,TESCO,Drinks~Hot Chocolate & Malted Drinks~Hot Chocolate Additions,https://digitalcontent.api.tesco.com/v2/media/ghs/ec9be336-ad49-4a27-8d4e-83109b4678bb/c6187b9c-781d-47b9-811c-a624c9e3446e_1685372954.jpeg,3.5,11,Pack size: 100G,,Store in a cool dry place.    ,,,4 Servings,"[{'Energy': '1412kJ / 333kcal'}, {'Fat': '0.9g'}, {'Saturates': '0.1g'}, {'Carbohydrate': '75.6g'}, {'Sugars': '56.6g'}, {'Fibre': '<0.1g'}, {'Protein': '5.5g'}, {'Salt': '0.03g'}, {'* Reference intake of an average adult (8400 kJ / 2000 kcal)': '-'}, {'As sold': '-'}]",f93f6a98-0faf-5314-8f3f-fecf528f8888,12/19/22
Nuby Super Slurp Pop Up Beaker,https://www.tesco.com/groceries/en-GB/products/299388906,299388906,00048526990085,7.15,GBP,InStock,"Active Cup Super Slurp. For competitions & offers join us on Facebook, Twitter and Instagram @nubyuk. No spill when spout is closed,BPA free,Bite resistant spout,Made from super strong and crystal clear tritan",NUBY UK LLP,Baby~Baby Weaning & Accessories~Baby Cups & Beakers,https://digitalcontent.api.tesco.com/v2/media/ghs/5861784a-a282-4f92-b1b8-0fcbf200375f/909f6864-2a3a-4d27-86d2-12023b017630_67188947.jpeg,,,,,,Made in China,,,[],0c372884-facb-5924-a516-0a4905d632ea,12/19/22
Woodside Farms Pork Loin Steaks 720G,https://www.tesco.com/groceries/en-GB/products/292285031,292285031,05054775750399,3.99,GBP,InStock,Boneless pork loin steaks,WOODSIDE FARMS,Fresh Food~Fresh Meat & Poultry~Fresh Pork,https://digitalcontent.api.tesco.com/v2/media/ghs/c5a5ad83-7c57-412b-a436-1940c83093ac/8f1c79a0-fa78-40a2-92c7-e9ea769a786e.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/a1e5a01b-4443-4a3e-8604-f41522d69f66/75c82967-36f1-4737-9711-ef7cb33c2f82_1230033976.jpeg,3.5,25,Pack size: 720G,,"Suitable for home freezing. Ideally freeze as soon as possible after purchase but always by 'use by' date shown. 
Once defrosted use within 24 hours and do not refreeze. 
Follow the preparation guidelines above. 
Defrost thoroughly in the fridge before use.
    
Keep refrigerated. Once opened, use immediately.
    ",Produced in the U.K.,,Approx 5 Servings,"[{'Energy': '934kJ / 225kcal'}, {'Fat': '16.1g'}, {'Saturates': '5.9g'}, {'Carbohydrate': '0g'}, {'Sugars': '0g'}, {'Fibre': '0g'}, {'Protein': '19.9g'}, {'Salt': '0.30g'}, {'* Reference intake of an average adult (8400 kJ / 2000 kcal)': '-'}, {'As sold': '-'}]",67c929ad-19f9-58f7-9aff-098ade345db4,12/19/22
Pukka Organic 3 Ginger 20 Tea Bags 36G,https://www.tesco.com/groceries/en-GB/products/264766979,264766979,05065000523145,3.5,GBP,InStock,"Organic Three Ginger 20 Herbal Tea Sachet. Made with purpose. Beauty comes from within as much as outside. It's why our boxes use vegetable-based inks on sustainably sourced, recyclable card. Every box blended and packed using renewable energy and every manila hemp bag stitched with organic string. Every single tag and envelope is recyclable. Everything crafted with care that in turn cares for your world. www.pukkaherbs.com. 1% for the Planet. Organic,A warming swirl of ginger, galangal & golden turmeric,Kosher",Pukka,Drinks~Tea~Fruit & Herbal Tea Bags,https://digitalcontent.api.tesco.com/v2/media/ghs/f5a16333-8401-4974-bc4b-aecb1d8d5dcf/603dc9a0-fde4-4054-8ffc-ab6e5fcc1c43_29588684.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/75f3631f-a3a7-4aa9-a351-3023a9b7ac9a/30dbbabe-7cb0-4969-a3cb-1c148e758b1a_1787366911.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/ec803861-43fe-44d6-9d7a-8eb3a37bd051/3df30f2a-9c14-4077-9a55-aa32aacc8038_823691598.jpeg,4.1,39,Pack size: 36G,"Naturally caffeine-free and ethically sourced, 100% organically grown ingredients: Ginger Root (52%), Galangal Root (28%), Licorice Root, Turmeric Root (4%), 20% fair trade ingredients certified according to the Fair For Life Standards - Licorice, Turmeric",Best before end: see base,Made in the UK,,20 Count,[],d6f1bdd0-9468-5131-b073-9ca86611276e,12/19/22
Tesco 1m Micro USB Cable Black,https://www.tesco.com/groceries/en-GB/products/282227018,282227018,05053526856748,6,GBP,InStock,"Tesco 1m Micro USB Cable Black. Charge & sync your device . Micro USB to USB connectivity . 1m cable. Compatible with android devices,USB 2.0 charge and sync,High speed charging cable",TESCO HOME,Home & Ents~Electrical~Mobile Phone Accessories,https://digitalcontent.api.tesco.com/v2/media/ghs/27d4515a-b42e-4a69-9f98-0d6237018025/7003419a-6187-4002-8497-a00c53e0d970_2086986227.jpeg,4.7,12,,,,,,,[],2c7fa3ae-ffa0-54be-9632-dcdb64d0cc22,12/19/22
Cathedral City Mature Cheddar 550G,https://www.tesco.com/groceries/en-GB/products/277925449,277925449,05000295145054,5.25,GBP,InStock,"Cheddar cheese. For more details, please visit cathedralcity.co.uk. Approved by Our Master Grader,Creamy, Smooth & Full of Flavour,Made with 100% British Milk,Suitable for Vegetarians",CATHEDRAL CITY,Fresh Food~Cheese~Cheddar Cheese,https://digitalcontent.api.tesco.com/v2/media/ghs/b86941c3-0031-4332-bdad-5d407fa5e815/5c3cdc42-2c37-4bd2-aa43-605d36aaab6c.jpeg,3.9,30,Pack size: 550G,,"Best before see leftKeep refrigerated below 5°C
Grate & freeze then use in cooking",,,Approx. 18 servings per pack,"[{'Energy': '1725kJ / 416kcal'}, {'Fat': '34.9g'}, {'(of which saturates)': '21.7g'}, {'Carbohydrate': '0.1g'}, {'(of which sugars)': '0.1g'}, {'Protein': '25.4g'}, {'Salt': '1.8g'}, {'Calcium': '739mg (92% RI)'}, {'RI = Reference Intake': '-'}, {'Approx. 18 servings per pack': '-'}]",26d21b29-e5c2-5225-8aab-d21e5d894f45,12/19/22
Gillette Labs Razor Stand Travel Case 4 Blades Pack,https://www.tesco.com/groceries/en-GB/products/310671629,310671629,07702018605347,45,GBP,InStock,"Gillette Labs Razor Stand Travel Case 4 Blades Pack. GilletteLabs men's razor: for a shave as quick and easy as washing your face,With exfoliating bar: built-in exfoliating bar removes dirt and debris before the blades pass,Incredible comfort and closeness: this razor for men features 5 sharp blades for a close shave over contours,Adaptive design: 2D FlexDisc contours to your face to ensure comfort and contact with every stroke,The razor handle is backed by a Lifetime Warranty (visit gillette.co.uk/labs/warranty for more info.)",GILLETTE,Health & Beauty~Men's Toiletries~Shaving,https://digitalcontent.api.tesco.com/v2/media/ghs/53398a73-b115-4ebf-81bb-774f9a1a581a/ea625f0a-45c1-4aec-b945-8688179e57a2_524505599.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/dbf47bb1-768f-4a7f-be13-feaf322b6c61/18e280ef-6a62-4767-a679-71635904da3d_1348885081.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/d885d20a-0e3f-4abd-909f-262f9fd4b576/a638138d-d4ab-42e9-889e-8631d24e6843_2057163800.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/59c761e9-d18b-4a34-98c7-f4fa553091bf/6ac9f2e7-b3c2-403a-b0c6-0d206e35a4fb_1231812324.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/9491de0b-b7de-4c4a-9084-7da9e05f9231/74a5ff3b-fc5d-42b6-84d6-2ace8a3d699f_396517827.jpeg,4.7,441,,"PEG-115M, PEG-7M, PEG-100, Silica, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tris(Di-T-Butyl)Phosphite, Vitis Vinifera (Grape) Seed Oil, Persea Gratissima (Avocado) Oil, BHT",,,,,[],092679e2-6204-555d-926a-922f93c5f9f1,12/19/22
Counter Smoked Processed Cheese 200G,https://www.tesco.com/groceries/en-GB/products/302312215,302312215,05031153333474,2.3,GBP,InStock,Smoked Processed Cheese. A processed smoked cheese with a mellow and smokey flavour,Unbranded,Fresh Food~Counters~Counter - Cheese,https://digitalcontent.api.tesco.com/v2/media/ghs/10838514-e643-41c7-9433-1d24af5367b9/9f8eb49f-4718-4048-90d2-0bd1ea6cf261_342471135.jpeg,2.9,7,Pack size: 200G,"Cheese (Cow Milk, Contains Colour (Annatto, Beta Carotene) and Preservative (Sodium Nitrate)), Water, Butter, Emulsifying Salts (Sodium Polyphosphate, Mono Sodium Phosphate), Corn Starch, Salt, Natural Smoke",Keep refrigerated. Once opened consume within 3 days.,,,,"[{'Energy ': '1342kJ/320kcal'}, {'Fat ': '24.7g'}, {'of which saturates ': '17.9g'}, {'Carbohydrate ': '2.9g'}, {'of which sugars ': '0.1g'}, {'Fibre ': '1.1g'}, {'Protein ': '21.4g'}, {'Salt ': '2.9g'}]",dd5b3dec-c11c-5647-88ea-db6f8118633b,12/19/22
Tesco Herbs Great For Roasting 30G,https://www.tesco.com/groceries/en-GB/products/289765781,289765781,00000003262795,0.6,GBP,InStock,"Rosemary, sage, thyme.",TESCO,"Fresh Food~Fresh Vegetables~Fresh Chillies, Herbs, Garlic & Ginger",https://digitalcontent.api.tesco.com/v2/media/ghs/7f4a7ed3-2f6c-4b91-ab32-82c2a4f1e9e4/1530f48b-774b-49ae-99d0-13d01f7958f1_1700566850.jpeg,,,Pack size: 30G,"Rosemary, Sage, Thyme","Keep refrigerated. Herbs can be frozen - chop into ice cube trays, add a little water and freeze. To use just pop the whole herb ice cube into your dish during cooking.
    ",Produce of ,,3 Servings,"[{'Energy': '544kJ / 130kcal'}, {'Fat': '2.8g'}, {'Saturates': '1.4g'}, {'Carbohydrate': '15.8g'}, {'Sugars': '0.2g'}, {'Fibre': '12.5g'}, {'Protein': '4.3g'}, {'Salt': '0.03g'}, {'* Reference intake of an average adult (8400 kJ / 2000 kcal)': '-'}, {'As sold': '-'}]",180da874-11c2-5e53-9539-22a509b26ac1,12/19/22
Status Solar Floodlight,https://www.tesco.com/groceries/en-GB/products/310040651,310040651,05022822221291,12,GBP,InStock,"Status Solar Floodlight. Multi Function Solar Flood Light,12 x Front Facing LED's + 2 x Back Light LED's,PIR Sensor For Movement Activation and Dusk Till Dawn Mode",STATUS,Home & Ents~Electrical~Smart Technology,https://digitalcontent.api.tesco.com/v2/media/ghs/c8e270af-286f-433b-8b5c-67b72f49006b/1f4fa5c7-2f17-467d-9a7d-890a296db840_1268230599.jpeg,,,,,,,,,[],c9384910-b893-542d-a5e8-1e3db838afb6,12/19/22
Tesco Plant Chef Breaded Meat Free Goujons 190G,https://www.tesco.com/groceries/en-GB/products/304784469,304784469,05057753913700,1.75,GBP,OutOfStock,Soya and wheat protein coated in breadcrumbs.,TESCO PLANT CHEF,Fresh Food~Chilled Vegetarian & Vegan~Escalopes & Nuggets,https://digitalcontent.api.tesco.com/v2/media/ghs/6d53756d-30cc-42bd-acfb-eae4231fb1d9/18159f39-182d-4852-ad77-dadb9753f6c9_689875462.jpeg,2.8,32,Pack size: 190G,,"Keep refrigerated. Once opened, consume within 1 day and by ‘use by’ date shown. Not suitable for freezing. 
",,,2 Servings,"[{'Energy': '1138kJ / 272kcal'}, {'Fat': '12.5g'}, {'Saturates': '1.5g'}, {'Carbohydrate': '22.7g'}, {'Sugars': '0.8g'}, {'Fibre': '2.6g'}, {'Protein': '15.8g'}, {'Salt': '0.88g'}, {'Vitamin B12': '0.80µg'}, {'Iron': '4.6mg'}, {'* Reference intake of an average adult (8400 kJ / 2000 kcal)': '-'}, {'When cooked according to instructions.': '-'}, {'** When cooked according to instructions 190g typically weighs 178g.': '-'}]",775b82c0-125e-5643-8758-17d910b1a19c,12/19/22
Lily's Kitchen Grain Free Variety 6X400g,https://www.tesco.com/groceries/en-GB/products/298870567,298870567,05060184244787,14,GBP,InStock,"Lily's Kitchen Grain Free Variety 6X400g. Come and be social with us... Find us on Twitter, Facebook and Instagram. #LilysKitchen. @lilyskitchen. Proper food for dogs,With freshly prepared proper meat,No meat meal or fillers,Complete nutrition,Botanical herbs,Natural & holistic,No fillers or artificial jellies,No rendered meats or derivatives,No soya or wheat,No GMOs,No artificial colours or additives",LILY'S KITCHEN,Pets~Dog Food & Accessories~Wet Dog Food,https://digitalcontent.api.tesco.com/v2/media/ghs/91572229-1b93-45e9-bc95-7d98d76d723d/4ffff08c-b760-4836-9321-b31ec4922149_1048193698.jpeg,5,3,Pack size: 2400G,,"Store in a cool dry place. Once opened, keep it in the fridge and use within 2 days.For best before see base of pack.",Made in the EU,,,"[{'-': '104kcal/100g'}, {'Crude Protein': '10.3%'}, {'Crude Fat': '6.6%'}, {'Crude Ash': '2.%'}, {'Crude Fibre': '0.4%'}, {'Moisture': '79%'}, {'Vitamin E': '20mg'}, {'Zinc (as Zinc Chelate of Amino Acids Hydrate)': '25mg'}, {'Copper (as Copper (II) Chelate of Amino Acids Hydrate)': '2mg'}, {'Manganese (as Manganese Chelate of Amino Acids Hydrate)': '1.4mg'}, {'Iodine (as Calcium Iodate)': '0.75mg'}, {'Locust Bean Gum': '1g'}, {'Additives (per kg)': '-'}, {'Vitamins:': '-'}, {'Trace Elements:': '-'}, {'Technological Additives:': '-'}, {'-': '93kcal/100g'}, {'Crude Protein': '10.4%'}, {'Crude Fat': '5.1%'}, {'Crude Ash': '2.4%'}, {'Crude Fibre': '0.5%'}, {'Moisture': '80%'}, {'Vitamin D3': '200 IU'}, {'Vitamin E': '20mg'}, {'Zinc (as Zinc Chelate of Amino Acids Hydrate)': '25mg'}, {'Copper (as Copper (II) Chelate of Amino Acids Hydrate)': '1mg'}, {'Manganese (as Manganese Chelate of Amino Acids Hydrate)': '1.4mg'}, {'Iodine (as Calcium Iodate)': '0.75mg'}, {'Locust Bean Gum': '1g'}, {'Additives (per kg)': '-'}, {'Vitamins:': '-'}, {'Trace Elements:': '-'}, {'Technological Additives:': '-'}, {'-': '107kcal/100g'}, {'Crude Protein': '10.4%'}, {'Crude Fat': '6.6%'}, {'Crude Ash': '2.4%'}, {'Crude Fibre': '0.8%'}, {'Moisture': '77%'}, {'Vitamin E': '20mg'}, {'Zinc (as Zinc Chelate of Amino Acids Hydrate)': '25mg'}, {'Copper (as Copper (II) Chelate of Amino Acids Hydrate)': '1mg'}, {'Manganese (as Manganese Chelate of Amino Acids Hydrate)': '1.4mg'}, {'Iodine (as Calcium Iodate)': '0.75mg'}, {'Locust Bean Gum': '1g'}, {'Additives (per kg)': '-'}, {'Vitamins:': '-'}, {'Trace Elements:': '-'}, {'Technological Additives:': '-'}]",afffc088-7c85-5a72-a0ed-ea24fe21afeb,12/19/22
Walkers Max Strong Hot Sauce Blaze Crisps 6X27g,https://www.tesco.com/groceries/en-GB/products/312083723,312083723,05000328015255,1.75,GBP,InStock,"Hot Sauce Flavour Ridged Potato Crisps. No Added MSG,No Artificial Preservatives or Colours,Suitable for Vegetarians",WALKERS MAX,"Food Cupboard~Crisps, Snacks, Nuts & Popcorn~Multipack Crisps & Snacks",https://digitalcontent.api.tesco.com/v2/media/ghs/cf5eda95-4578-4a65-9a10-330b9d75b88a/58598625-82db-452e-a693-6e0d18e42d44_1002388193.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/e628486b-0edb-47ba-a783-d060a6088704/59d0ba0c-ae6c-4954-8e66-a04b1a669b4b_1875138513.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/dba58f30-59b5-4b5f-9481-3c0bedcfbca7/e06cdcbb-1b0e-44d5-9af1-36c052c2877b_1646069368.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/eeaedda6-ee2a-4587-9a59-868272a335f7/92fa46bb-5fe0-4104-b772-1fa154d5a85e_409464848.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/fedda256-7a10-4434-a594-aa2ab21ca725/52656ce3-00da-482c-a183-066b63e60782_472948381.jpeg,4.3,3,Pack size: 162G,"Potatoes, Vegetable Oils (Sunflower, Rapeseed in varying proportions), Hot Sauce Seasoning [Sugar, Flavourings (contain Chilli Powder, Paprika Powder, Onion Powder), Acidity Regulators (Sodium Acetates, Citric Acid), Potassium Chloride, Salt, Colour (Paprika Extract)]",Store in a cool dry place.,,,Each inner pack contains 1 serving,"[{'Energy': '2112 kJ '}, {'Fat': '29 g '}, {'of which Saturates': '2.5 g '}, {'Carbohydrate': '52 g '}, {'of which Sugars': '2.8 g '}, {'Fibre': '4.4 g '}, {'Protein': '6.6 g '}, {'Salt': '0.65 g '}, {'* Reference intake of an average adult (8400 kJ/2000 kcal)': '-'}, {'Each inner pack contains 1 serving': '-'}]",b2ce78fc-f409-540d-a581-e403cf290576,12/19/22
Kiddylicious Smoothie Melts Mango 6G,https://www.tesco.com/groceries/en-GB/products/286671732,286671732,05060040252017,0.7,GBP,InStock,"Banana, mango and passion fruit whizzed and freeze dried into melt-in-your-mouth snacks. Visit kiddylicious.com for more information and to view our full snacks/meals range. Made of 100% pure fruit, whizzed up, and set into tasty bubbly bites,1 of 5 a day, packed with real fruit,Perfect finger food for toddlers,Portion sized packs to enjoy in between meals, at home or on the go,Suitable for 12months+,No lactose, no nuts, no egg and no added salt,No artificial flavours, colours or added preservatives,Suitable for lactose intolerant and vegetarians",KIDDYLICIOUS,Baby~Baby & Toddler Food~Baby & Toddler Snacks,https://digitalcontent.api.tesco.com/v2/media/ghs/7e754adb-528b-49b7-b66f-a15d681ddd07/1198a659-40ba-4360-a72a-ec21fd7faed3_1519146101.jpeg,5,1,Pack size: 6G,"Banana Purée, Mango Purée, Passion Fruit Purée, An average of 305g of Bananas, 180g of Mango and 15g of Passion Fruit have been used to prepare 100g of Banana, Mango & Passion Fruit Smoothie Melts",Store in a cool dry place.,Lovingly made in the EU,,,"[{'Energy (kJ)': '1534'}, {'Energy (kcal)': '362'}, {'Fat (g)': '1.3'}, {'(of which saturates) (g)': '0.3'}, {'Carbohydrate (g)': '77'}, {'(of which sugars) (g)*': '69'}, {'Fibre (g)': '9.2'}, {'Protein (g)': '4.4'}, {'Salt (g)': '0.02'}, {'*contains naturally occurring sugars': '-'}]",6b8d5914-909f-52dd-afdc-033fef27fddd,12/19/22
Loyd Grossman No Added Sugar Bolognese 350G,https://www.tesco.com/groceries/en-GB/products/302278543,302278543,05000354914850,1.9,GBP,InStock,A Classic Blend of Sun Ripened Tomatoes and Fragrant Basil. For recipe ideas and inspiration visit www.loydgrossmansauces.co.uk. Suitable for vegetarians,LOYD GROSSMAN,"Food Cupboard~Cooking Sauces, Meal Kits & Sides~Italian",https://digitalcontent.api.tesco.com/v2/media/ghs/db8cb9ae-72dd-48b9-af01-2ab645d32e7f/13862879-d1c3-40d1-86e0-0cfbb1b27fad_1520091793.jpeg,2,1,Pack size: 350G,"Tomatoes (43%), Water, Tomato Paste, Red Wine (6%), Garlic Purée, Carrot Purée, Celery Purée, Celery, Onion Purée, Carrot, Onion, White Balsamic Vinegar (White Wine Vinegar, Concentrated Grape Must), Sea Salt, Oregano, Basil, Concentrated Lemon Juice, Extra Virgin Olive Oil, Ground Black Pepper, Thyme, Ground Nutmeg, Ground Bay Leaf","Store in a cool, dry place. Once opened, refrigerate and use within 3 days.Best Before End: See the neck of the jar",,,2-3 Servings,"[{'Energy (kJ)': '156kJ'}, {'Energy (kcal)': '37kcal'}, {'Fat': '0.5g'}, {'Of which Saturates': '0.2g'}, {'Carbohydrate': '6.0g'}, {'Of which Sugars': '4.6g'}, {'Fibre': '1.3g'}, {'Protein': '1.5g'}, {'Salt': '0.73g'}]",0f43d3a5-004f-5474-b027-e3d01eb5b05f,12/19/22
